path,split_original,class,hash,duplicate_group_id,is_duplicate,kept,subset,fold
data\Split_smol\train\Vascular lesion\ISIC_0031955.jpg,train,Vascular lesion,c2a3b7ba52905b67673693a51048650716eeb93447207d0a1ded1e09b5b5f8f0,,False,True,trainval,2
data\Split_smol\train\Atopic Dermatitis\1_45.jpg,train,Atopic Dermatitis,10bfe59e8233600f338f5ab610a87c668a5d69a6d06f005df7f0862df10d8d4f,,False,True,trainval,0
data\Split_smol\train\Dermatofibroma\ISIC_0025911.jpg,train,Dermatofibroma,db75f5ca1f8b7a45b6d9bd950d807e8d305373de5afe2873564b7ba4bd3064a0,,False,True,trainval,2
data\Split_smol\train\Tinea Ringworm Candidiasis\aug_0_pha-259018.jpg,train,Tinea Ringworm Candidiasis,eb4557c50e8ddb8b9381199851ccdf3cba396e65e89eacdb33baa90862eccfe8,590.0,False,True,trainval,1
data\Split_smol\train\Squamous cell carcinoma\ISIC_0025130.jpg,train,Squamous cell carcinoma,89a5c9e39d9bd83b8e390d04a2c79236617b40d6e237bec989beacb4488ef647,,False,True,trainval,4
data\Split_smol\train\Actinic keratosis\ISIC_0024771.jpg,train,Actinic keratosis,bc15bf782bd82423da740c151f75c6dbceb67d617b1563e13021e327ff3ecc44,,False,True,trainval,3
data\Split_smol\train\Squamous cell carcinoma\ISIC_0027577.jpg,train,Squamous cell carcinoma,1dfd0667f325f6b13b0db33f0f77e9065f93986c17b83ef392dcdc58c845942a,,False,True,trainval,2
data\Split_smol\train\Melanoma\ISIC_0000293.jpg,train,Melanoma,8794a8e9d8f0f0ba648583ee3d19e1f324c714f96a0ff56287f63cf3c43f3d02,,False,True,trainval,3
data\Split_smol\train\Vascular lesion\ISIC_0025321.jpg,train,Vascular lesion,5ebf7a0b2eeb58fefb0924f5717ffe595647127b4746fd320ede0acbff9e77f4,,False,True,trainval,2
data\Split_smol\train\Dermatofibroma\ISIC_0028346.jpg,train,Dermatofibroma,edc69319a09a7b78ac3a0bb326ee6082307d6de4f08dbd6762bd2c77b8f7fb9b,,False,True,trainval,4
data\Split_smol\val\Vascular lesion\ISIC_0033991.jpg,val,Vascular lesion,f5dbcadf6f7f4f6bea4a577c9c33a964dcf2ce53d2a85ad338cfd3645f026f33,,False,True,trainval,0
data\Split_smol\train\Dermatofibroma\ISIC_0030021.jpg,train,Dermatofibroma,da6713ac09a168b58f1879ba780629868fa14b1476dee63d2ee2aa908aceffc6,,False,True,trainval,0
data\Split_smol\train\Squamous cell carcinoma\ISIC_0027343.jpg,train,Squamous cell carcinoma,d7c5a35ab755174b689642d51e5267989f20aa7447acb0ba3b3095063cda1f1a,,False,True,trainval,1
data\Split_smol\train\Dermatofibroma\ISIC_0027044.jpg,train,Dermatofibroma,914f7a3f7065228958d9b941e1f5fa885321601428d5b114a8e1e87b83e55add,,False,True,trainval,3
data\Split_smol\train\Squamous cell carcinoma\ISIC_0027506.jpg,train,Squamous cell carcinoma,6a68ebcd6278b81e95d02e335b1bf8f02c4e42b8cb571659045c5cf779f2e295,,False,True,trainval,1
data\Split_smol\train\Dermatofibroma\ISIC_0027613.jpg,train,Dermatofibroma,5edbaeec2dd1aa75980817b30e521d46e2fdd6ada98fe3e6ca45d0ae238f20c5,,False,True,trainval,3
data\Split_smol\train\Melanoma\ISIC_0000276.jpg,train,Melanoma,27f172264193a832728cd8f8a04c46ba334102259b5526f88eb52413ce2b6cc6,,False,True,trainval,4
data\Split_smol\train\Melanocytic nevus\ISIC_0000133_downsampled.jpg,train,Melanocytic nevus,0932d7084c6c99f4a3af4d9525f101bb72074152cb5a8a226a4bf428a21781e2,,False,True,trainval,2
data\Split_smol\train\Melanocytic nevus\ISIC_0000129_downsampled.jpg,train,Melanocytic nevus,301c1b3d0a4239301308c06fcee6f952bc81e732225adc58b56ab24c60e59ab8,,False,True,trainval,0
data\Split_smol\train\Melanocytic nevus\ISIC_0000091_downsampled.jpg,train,Melanocytic nevus,7c83048b603855718d29ee4130588e28a93ecd78a4ba1e6118f98766d5fb7115,,False,True,trainval,3
data\Split_smol\train\Actinic keratosis\ISIC_0029900.jpg,train,Actinic keratosis,97675386d77755e3eb5a697a78f522c2316d7b5a758882693bdee815f9c1ff88,,False,True,trainval,3
data\Split_smol\train\Actinic keratosis\ISIC_0031381.jpg,train,Actinic keratosis,b1e5edfc6f6785b06e197df42317593a8ec3e9cd9f073079e193608b86175dae,,False,True,trainval,1
data\Split_smol\train\Actinic keratosis\ISIC_0024913.jpg,train,Actinic keratosis,2206d9c465c042c5889b7f23961a91840629a9bdd4901a246c536602b939014f,,False,True,trainval,4
data\Split_smol\train\Benign keratosis\ISIC_0014596_downsampled.jpg,train,Benign keratosis,64e34daaf588b9431d988a3fe3d415dba1253c3e188b3fdd74afa0e755b7ec98,,False,True,trainval,4
data\Split_smol\train\Melanoma\ISIC_0000306.jpg,train,Melanoma,47065c440ea56be34bf7653d2d62d6573de59adb076fb1fff780fc2d79840ed7,,False,True,trainval,3
data\Split_smol\train\Benign keratosis\ISIC_0014831_downsampled.jpg,train,Benign keratosis,08136a074893bd8679bea8ed85985e427065f64e08bfa3e59decda02882ff9d4,,False,True,trainval,2
data\Split_smol\train\Dermatofibroma\ISIC_0028735.jpg,train,Dermatofibroma,5da73226055f97971979d82211508700ae04a7b8ee5a579149d3ea3a96c13d68,,False,True,trainval,4
data\Split_smol\val\Actinic keratosis\ISIC_0030036.jpg,val,Actinic keratosis,3bb5f397e9b79b6be2521eb20dec9414b47b5f05fb213fc5a5ff11c97ce54dc0,,False,True,trainval,0
data\Split_smol\train\Tinea Ringworm Candidiasis\aug_0_Screenshot 2021-09-14 112113.png,train,Tinea Ringworm Candidiasis,389bd63646ef395b9dee6d18c45add8cb9b2892b2ce8f34066fbea02378ab9e8,,False,True,trainval,4
data\Split_smol\val\Melanoma\ISIC_0000172.jpg,val,Melanoma,5ac0240208d71fa8b154d0a59ca19191cfee890a380038fa0bb73fb2da4e6f82,,False,True,trainval,2
data\Split_smol\train\Actinic keratosis\ISIC_0027884.jpg,train,Actinic keratosis,c62b15b35ec90aa1a41890ff0e6823532f2990b3a797eaf91eceeeb9beca1cd8,,False,True,trainval,3
data\Split_smol\train\Melanoma\ISIC_0000466.jpg,train,Melanoma,6798edf10b903b559cb5f0ba18014873cc82466804977adeedcf63b57f6c70c4,,False,True,trainval,1
data\Split_smol\train\Melanocytic nevus\ISIC_0000006.jpg,train,Melanocytic nevus,755896e5f1593d8b705f3c54c9b2632c7ba894eb89c36281f809564fc31d3d85,,False,True,trainval,3
data\Split_smol\train\Squamous cell carcinoma\ISIC_0026152.jpg,train,Squamous cell carcinoma,ef0b0cb8584b54191a860da4df118d8846493db274ef79f234d8bf874259507b,,False,True,trainval,0
data\Split_smol\val\Benign keratosis\ISIC_0014617_downsampled.jpg,val,Benign keratosis,9279df7b966524f83ddaec2567a36fcf00fe9ae6ee245c17d2a8f6e8a0f639b0,,False,True,trainval,2
data\Split_smol\train\Atopic Dermatitis\1_80.jpg,train,Atopic Dermatitis,94e1e769169c1db20d30450a2780e7a84a17f6c283a109673c642731fdf716c9,,False,True,trainval,4
data\Split_smol\train\Squamous cell carcinoma\ISIC_0026720.jpg,train,Squamous cell carcinoma,ef1b677f11f0c7d45d3d1212fbcf53e605b5e84c22590c1ea23350baa864e685,,False,True,trainval,1
data\Split_smol\train\Atopic Dermatitis\1_39.jpg,train,Atopic Dermatitis,d409bed0cbe1211beee7c22994308e9f92073331c8406e9ebf62d353d6b43601,101.0,False,True,trainval,1
data\Split_smol\train\Melanocytic nevus\ISIC_0000053_downsampled.jpg,train,Melanocytic nevus,cf870c1af9aef522493deb98a0aa00d85171caf296942edf508c4fe282b902bb,,False,True,trainval,4
data\Split_smol\train\Actinic keratosis\ISIC_0027536.jpg,train,Actinic keratosis,0328985caa3d7632be22962680d3582903d1569dbf6ca685e107ed9b2bd93d8b,,False,True,trainval,4
data\Split_smol\train\Benign keratosis\ISIC_0014600_downsampled.jpg,train,Benign keratosis,10f92a4fac298bc3cf158e51c11ee1ee0b13cc855eb83cdba8ec712dc1901628,,False,True,trainval,0
data\Split_smol\train\Vascular lesion\ISIC_0031201.jpg,train,Vascular lesion,f017adf74b23f26103c239789e318a06b2027303d95c1e34cf64433a30a656f5,,False,True,trainval,3
data\Split_smol\train\Dermatofibroma\ISIC_0032247.jpg,train,Dermatofibroma,6722ddb3e79c20e9a1970562403ec12a83771d8a343a0563781d97d739daf7e6,,False,True,trainval,4
data\Split_smol\train\Melanoma\ISIC_0000294.jpg,train,Melanoma,6f07cb5d0d5af575acac0f9b8e2a38137f301a74c101ca61f09911a0df3220d9,,False,True,trainval,0
data\Split_smol\train\Melanoma\ISIC_0000169.jpg,train,Melanoma,d56988be65b2146d5be0ff20ab20822d58615d3b636129d763b07a2476d8367c,,False,True,trainval,0
data\Split_smol\train\Vascular lesion\ISIC_0024370.jpg,train,Vascular lesion,6f450c8a117c4d9db7d9a12b3ccdd688795d944fb159df9b40f9574feb874801,,False,True,trainval,0
data\Split_smol\train\Atopic Dermatitis\1_71.jpg,train,Atopic Dermatitis,fdf86f8d668727a429c7d133e487332deed086d7f2d7859d634a3f25ce1725cc,,False,True,trainval,1
data\Split_smol\train\Melanoma\ISIC_0000035_downsampled.jpg,train,Melanoma,f902094c9531e92431f56a6be58f8746e766f1e3e6c15d2068328a9beb65d488,,False,True,trainval,2
data\Split_smol\train\Squamous cell carcinoma\ISIC_0028335.jpg,train,Squamous cell carcinoma,34391878583cf98580cd9a14372fdc7ed110e0379b54169d1ac93ccaf0c5ff88,,False,True,trainval,4
data\Split_smol\train\Vascular lesion\ISIC_0031270.jpg,train,Vascular lesion,e429118dd080595af85602f1c504489b96d2b5f21df5bf0424d561d4fed12438,,False,True,trainval,0
data\Split_smol\train\Melanocytic nevus\ISIC_0000082_downsampled.jpg,train,Melanocytic nevus,db4b94167aa365cab53764376d67a6792022e73ce6f7f8500491b274d6b80e32,,False,True,trainval,0
data\Split_smol\train\Tinea Ringworm Candidiasis\aug_0_Screenshot 2021-09-14 112650.png,train,Tinea Ringworm Candidiasis,d2d83c48540d38baf3871c6ae38a67259ffad4bb79045886cec9fdc1c4739959,,False,True,trainval,3
data\Split_smol\train\Benign keratosis\ISIC_0014806_downsampled.jpg,train,Benign keratosis,50f8469cd129d1e076f4150c687f6a16b0ed4561de31a72320d2e3f5e34796f5,,False,True,trainval,1
data\Split_smol\train\Dermatofibroma\ISIC_0027488.jpg,train,Dermatofibroma,ce00e27988d449cb5a692ab51d7bcb1f3699b5f9420b944b109b43fb5541b827,,False,True,trainval,2
data\Split_smol\train\Tinea Ringworm Candidiasis\aug_0_15436_lores.jpg,train,Tinea Ringworm Candidiasis,cd01940139b702ed0af21c7d05ac6c583617a4ed4dfbf1c0f6bc2377b9c04bb0,,False,True,trainval,3
data\Split_smol\train\Benign keratosis\ISIC_0014611_downsampled.jpg,train,Benign keratosis,da751a68d7d2c161b7b8136590db73e773ce9a88dcbda702bb71e890aecda944,,False,True,trainval,2
data\Split_smol\train\Actinic keratosis\ISIC_0029309.jpg,train,Actinic keratosis,49d43cb496669f3b272c8bd7c5d088d0fe077fcc1c6d2f48612ab4b6bb527470,,False,True,trainval,4
data\Split_smol\train\Vascular lesion\ISIC_0031276.jpg,train,Vascular lesion,27bf23a69f335d448216986c21114c1bf371dfa5153bc07d5589f3100a864ea7,,False,True,trainval,3
data\Split_smol\train\Melanoma\ISIC_0000282.jpg,train,Melanoma,d04965ed6302037b5e266e7ac8f6325ac2692e4d07172c168fd79d3bd6f034b0,,False,True,trainval,2
data\Split_smol\val\Melanoma\ISIC_0011135.jpg,val,Melanoma,7a9b4d383e09fc6bbd076af56b5c24e793a1641c51d1d0c4d46b4d54a9bc6f4e,,False,True,trainval,0
data\Split_smol\train\Melanocytic nevus\ISIC_0000099_downsampled.jpg,train,Melanocytic nevus,f7683d9f349fcbdeefdaf6799ef52dfb8909661936b7d37761d4b9ff90a7bb35,,False,True,trainval,3
data\Split_smol\train\Melanoma\ISIC_0000149_downsampled.jpg,train,Melanoma,07685e5e292ef2833bd19a24496aae021944b1d50f322e780f37c00d7f3ec123,,False,True,trainval,4
data\Split_smol\train\Melanocytic nevus\ISIC_0000010.jpg,train,Melanocytic nevus,55dbef9891a8766e52b448397d3578a20cdc012f231bbdb2b46cac317ff74eaa,,False,True,trainval,0
data\Split_smol\val\Dermatofibroma\ISIC_0030442.jpg,val,Dermatofibroma,451434b3080817d56ca048cf05696dc29c58c7045f369c75a5a6c4003fde8a32,,False,True,trainval,0
data\Split_smol\train\Squamous cell carcinoma\ISIC_0028372.jpg,train,Squamous cell carcinoma,4c1a86ab9faa108242333fe18c7edbd85d3c4f5f5386399c6eb174d8bfd88224,,False,True,trainval,3
data\Split_smol\train\Squamous cell carcinoma\ISIC_0028872.jpg,train,Squamous cell carcinoma,68481f314093951f84f24dbdaf7dcb79372d6a0e80e02d8458b55dc2ba621c7e,,False,True,trainval,0
data\Split_smol\train\Benign keratosis\ISIC_0014634_downsampled.jpg,train,Benign keratosis,7f4a339a06c4e5bb01a338e4e3eb533750f9c83cee2f17176541042070596b8b,,False,True,trainval,1
data\Split_smol\val\Melanocytic nevus\ISIC_0000101_downsampled.jpg,val,Melanocytic nevus,e252a96d0bad3c6a1024faf1b3bb20bb2091c968a7f3958162e12e3c7deb3058,,False,True,trainval,4
data\Split_smol\train\Benign keratosis\ISIC_0014585_downsampled.jpg,train,Benign keratosis,e5496136c19605d3e59597ae3c2d9958a1b3ae8b7bdf3408261d7e91f40b5310,,False,True,trainval,0
data\Split_smol\val\Vascular lesion\ISIC_0031197.jpg,val,Vascular lesion,2b094d9aa76ec8bad50ce86a6783f6c3dfd306a85311f89440f9718afc9f2b05,,False,True,trainval,0
data\Split_smol\val\Dermatofibroma\ISIC_0029824.jpg,val,Dermatofibroma,57db6bced463c423eaed9900f3c356db1d0e4d5a9b5df3d0111c34071546e4c2,,False,True,trainval,3
data\Split_smol\train\Melanoma\ISIC_0000013.jpg,train,Melanoma,8be9d9fbd3c55768d4c3a5cd4124196ae3f7488eb3a050681c21dbfbe28ab8a8,,False,True,trainval,2
data\Split_smol\train\Squamous cell carcinoma\ISIC_0028158.jpg,train,Squamous cell carcinoma,e951571e423a8b381743f9f43eb3dc3a3a1028ef3334803579d719beb409fa30,,False,True,trainval,4
data\Split_smol\train\Dermatofibroma\ISIC_0031827.jpg,train,Dermatofibroma,96cb7277b1c0bb8f6096a9ed6f90908dd223ddefe255b4ce9fd6714ca0d66c04,,False,True,trainval,4
data\Split_smol\train\Tinea Ringworm Candidiasis\aug_0_Rid-of-Ringworm-HS001.jpg,train,Tinea Ringworm Candidiasis,8e0a114ae7f81c37bf470be668ccdfc6808cc42d2e37a3d604b20426b6857a0e,591.0,False,True,trainval,1
data\Split_smol\train\Dermatofibroma\ISIC_0027745.jpg,train,Dermatofibroma,07e46f3411411e0e2f8108d5df9da90421b390d296877ca62755cc33c120c8cf,,False,True,trainval,0
data\Split_smol\train\Melanocytic nevus\ISIC_0000014.jpg,train,Melanocytic nevus,cbcc87991c8d8521031d19f73b7d1fd79c9a99930da07ed3c33c1e78eff1c22b,,False,True,trainval,3
data\Split_smol\train\Benign keratosis\ISIC_0015032_downsampled.jpg,train,Benign keratosis,df37578e834a37e11981c8436f4ab90fa5bbdc9cedc49219466e28484364f657,,False,True,trainval,3
data\Split_smol\train\Melanocytic nevus\ISIC_0000102_downsampled.jpg,train,Melanocytic nevus,8f3a2d64b2b15559c59b45d9c876c3cb992d1babc97fd0e43751b728fdb2959d,,False,True,trainval,4
data\Split_smol\train\Benign keratosis\ISIC_0014723_downsampled.jpg,train,Benign keratosis,2e45240a5f35e769d7151db1532a4d5f063511a4094bcb0a52463d715831b35c,,False,True,trainval,0
data\Split_smol\train\Vascular lesion\ISIC_0029099.jpg,train,Vascular lesion,799e607815adfe74ce5d7a9f8cc8b2eafcc940dc345a6a4027df9b098237e115,,False,True,trainval,0
data\Split_smol\train\Squamous cell carcinoma\ISIC_0027047.jpg,train,Squamous cell carcinoma,c72faca2069c9791032bb97592d57a2a03b80f83ec54737e9014ef94d8134b69,,False,True,trainval,0
data\Split_smol\train\Melanoma\ISIC_0000395_downsampled.jpg,train,Melanoma,a54ea11f55b070f6dee8348839e2459d123742e34dfa8781920be1ad8c4e349d,,False,True,trainval,1
data\Split_smol\train\Actinic keratosis\ISIC_0028063.jpg,train,Actinic keratosis,bb07acba7814078c54a348976c86b68b2b51191dee4b53de9842051957e58fc6,,False,True,trainval,3
data\Split_smol\train\Vascular lesion\ISIC_0029439.jpg,train,Vascular lesion,0dbde913cd7bfcff6da2ab45f85d83284799cc1ab23d85e04633fc68e35a5fa7,,False,True,trainval,4
data\Split_smol\val\Dermatofibroma\ISIC_0027648.jpg,val,Dermatofibroma,c45aa8ac9b254cda64da3fbfd68cc36fce6441664091729f5eb0c0db99e298c1,,False,True,trainval,4
data\Split_smol\train\Benign keratosis\ISIC_0014597_downsampled.jpg,train,Benign keratosis,e614b138cc7813fd6a21c5538e6239ef06f605ef6feb1df03ac325f4c6892cb2,,False,True,trainval,2
data\Split_smol\val\Benign keratosis\ISIC_0015233_downsampled.jpg,val,Benign keratosis,472dc8852b1d3a77131a279b3c4b652aa4d24bb2dc3c24dc35723c3fc7b73596,,False,True,trainval,1
data\Split_smol\train\Squamous cell carcinoma\ISIC_0028499.jpg,train,Squamous cell carcinoma,18abaf3d705c1e026237414cb274b389466c908b868e2d4b6260aa6dd7d36973,,False,True,trainval,2
data\Split_smol\train\Melanocytic nevus\ISIC_0000061_downsampled.jpg,train,Melanocytic nevus,9adccad5f5eddb53a05be408097ac0719961bff66677f3e37b418f6cb33ddfe4,,False,True,trainval,4
data\Split_smol\train\Vascular lesion\ISIC_0027269.jpg,train,Vascular lesion,cee5c0d2d3a80187c55442bc67e793657081a6f03e9cea95b7a54ae24fcace47,,False,True,trainval,3
data\Split_smol\val\Melanoma\ISIC_0000550.jpg,val,Melanoma,88078010d44fa0ed66b517fa0931df575296b912ff0c8d3b8ea73099a039d1b4,,False,True,trainval,2
data\Split_smol\train\Atopic Dermatitis\1_16.jpg,train,Atopic Dermatitis,bcf8193f91f816fad8765b930ba7b4fd1c80f7286e0a90a9f5a74511352522c3,83.0,False,True,trainval,0
data\Split_smol\train\Benign keratosis\ISIC_0014711_downsampled.jpg,train,Benign keratosis,5b5df8ad5b3f63d6c61d3e23892f5caf1451bae6e7831b2241a9b40d5484b984,,False,True,trainval,2
data\Split_smol\train\Tinea Ringworm Candidiasis\aug_0_maxresdefault.jpg,train,Tinea Ringworm Candidiasis,e23937f6fc024e351f83dbef18542e760db5bacdf5c4455632279efa5c1ddbe6,,False,True,trainval,2
data\Split_smol\train\Actinic keratosis\ISIC_0027615.jpg,train,Actinic keratosis,fae100401f6a9a6bdf4b5651a51b970ac13464b86ba5070dd7a38612ff93af0b,,False,True,trainval,2
data\Split_smol\val\Dermatofibroma\ISIC_0029967.jpg,val,Dermatofibroma,496cfa6cbcad3461f31d20e7924c1d4b071244463cb0a93927b38150c7ff6250,,False,True,trainval,0
data\Split_smol\train\Squamous cell carcinoma\ISIC_0026388.jpg,train,Squamous cell carcinoma,7f9f005ed360f1d861ab1451d3fb83054e0a823b894ef146045a56f8f4ae136e,,False,True,trainval,4
data\Split_smol\train\Benign keratosis\ISIC_0014578_downsampled.jpg,train,Benign keratosis,be12e6ab61e7ecb439a5497746109fea10d58b969f2fa9419c9d7eab7ad72cba,,False,True,trainval,2
data\Split_smol\train\Melanoma\ISIC_0000311.jpg,train,Melanoma,43527b906efba115ccf75ad6e6489ec63ed252844d48b3b17c9a8b306562ef94,,False,True,trainval,1
data\Split_smol\val\Actinic keratosis\ISIC_0026468.jpg,val,Actinic keratosis,1320fb7bb07488e9282a9c324993e96aafb3fadaffd1d3b97877b5b4c6d4759a,,False,True,trainval,2
data\Split_smol\train\Actinic keratosis\ISIC_0024763.jpg,train,Actinic keratosis,fab8c92e5e59d03bee28dd3b3a06142b9cee87d3c9a5b21b6c1bccd078635123,,False,True,trainval,1
data\Split_smol\train\Actinic keratosis\ISIC_0026525.jpg,train,Actinic keratosis,de6d6b1dc9dbfde25221d6f9acb82a68c733bc758e4d4934b5ecc9b8e7cd9a20,,False,True,trainval,0
data\Split_smol\train\Benign keratosis\ISIC_0014573_downsampled.jpg,train,Benign keratosis,e1eb7ca761543728e75c82db2bebc5cf4238e755172569ea7b1cfe5b3310acf0,,False,True,trainval,4
data\Split_smol\train\Squamous cell carcinoma\ISIC_0026992.jpg,train,Squamous cell carcinoma,5cefb96420f621c4f9f06100898a1f3f8deef5866f883a97146f20ebe46bada0,,False,True,trainval,2
data\Split_smol\train\Melanoma\ISIC_0000434_downsampled.jpg,train,Melanoma,159c544cb21ca14584c18cc940474ae8e2e4c6b9381b134d0d7dbf72e16c6bc3,,False,True,trainval,4
data\Split_smol\val\Melanoma\ISIC_0010240.jpg,val,Melanoma,64b3bcf34c4e95517cb0f6fff89a55ac87e894bf88ddfbb90e932cc30b9663fa,,False,True,trainval,4
data\Split_smol\train\Melanocytic nevus\ISIC_0000044_downsampled.jpg,train,Melanocytic nevus,c0a3cca7733a636dda7697fe4c34e7ba0b9a7ac8db6c2b16d89964b1ce0e291c,,False,True,trainval,3
data\Split_smol\train\Actinic keratosis\ISIC_0029840.jpg,train,Actinic keratosis,2359ecd93f9b0bf5a1d3db065c20f80ff25a39af0435add7a1d7b69bf6dcea49,,False,True,trainval,3
data\Split_smol\train\Atopic Dermatitis\1_17.jpg,train,Atopic Dermatitis,a071e39cf5f81884e84f53e9a8ac8b4f69dbcbc1ffc957c94073d0d373cb3802,84.0,False,True,trainval,4
data\Split_smol\train\Benign keratosis\ISIC_0014639_downsampled.jpg,train,Benign keratosis,5b9532c5124415ce775984a89bb4bcf073f11ae699bf8337d4e883754d462347,,False,True,trainval,0
data\Split_smol\train\Atopic Dermatitis\1_76.jpg,train,Atopic Dermatitis,ac151390feccba73e4ef434f5c33e4b812d2585a2b67136e34602f386e0e1253,,False,True,trainval,0
data\Split_smol\train\Vascular lesion\ISIC_0026163.jpg,train,Vascular lesion,d6d5b36ef6f8d315b529ce952006e9b2aebecd1a558e9762bf7e59f24403c3f8,,False,True,trainval,0
data\Split_smol\train\Melanocytic nevus\ISIC_0000134_downsampled.jpg,train,Melanocytic nevus,aa662b56378f739a498028692a0732ba1f6515aadb3e36ed3241eccd054a7a13,,False,True,trainval,1
data\Split_smol\train\Vascular lesion\ISIC_0029448.jpg,train,Vascular lesion,b4b3eabb02b42bd36c39855fb9c511e060277e9052c93340e3b3569702df455f,,False,True,trainval,1
data\Split_smol\train\Melanocytic nevus\ISIC_0000111_downsampled.jpg,train,Melanocytic nevus,c02f142995651d5053f450109f6241c054d567110922e1e1c70958491b5b8646,,False,True,trainval,2
data\Split_smol\train\Actinic keratosis\ISIC_0027950.jpg,train,Actinic keratosis,9b39d711c24f89bc3baad1a0d5fefedf8018eb374c054af15ddbf5e735c1c2d4,,False,True,trainval,0
data\Split_smol\train\Tinea Ringworm Candidiasis\aug_0_241-1.jpg,train,Tinea Ringworm Candidiasis,e47bc492c6d744b61b2f1c804f4ed327bae1e0b71fed3cb6478ca8dee5aa0824,,False,True,trainval,4
data\Split_smol\train\Dermatofibroma\ISIC_0031309.jpg,train,Dermatofibroma,d6f12ecc9fd4ba7a291c334b7b1ada05774dce2196e1cea4d52e15409fd71982,,False,True,trainval,0
data\Split_smol\train\Vascular lesion\ISIC_0027665.jpg,train,Vascular lesion,8e5d90bfc7458f8034639cc3964a68ac18a1851b45f22bfff644e4bce911164f,,False,True,trainval,4
data\Split_smol\train\Melanoma\ISIC_0000148_downsampled.jpg,train,Melanoma,2d654b7e8d1cc163638c9234123e4816d6f089bea27fa87e1ade1725f00f4bce,,False,True,trainval,2
data\Split_smol\train\Melanocytic nevus\ISIC_0000136_downsampled.jpg,train,Melanocytic nevus,2977d3c7d25d9ed41507e53a4e734cef14dfd3a2491c34f3460817feb09c2b70,,False,True,trainval,2
data\Split_smol\train\Atopic Dermatitis\2_22.jpg,train,Atopic Dermatitis,48af0da650ab313a800d7b81a380060773cbff7d1a803772f7cd8eba18aab22f,,False,True,trainval,1
data\Split_smol\train\Vascular lesion\ISIC_0030722.jpg,train,Vascular lesion,09bed78931614ec1ae30d83721aeb515f97b54c97d2d97df862199dbb388b971,,False,True,trainval,3
data\Split_smol\train\Melanoma\ISIC_0000288.jpg,train,Melanoma,8e58f616d93ce3e4995b6188ed637122fb7b60d76cae7bd7b923898a05dbd2fc,,False,True,trainval,3
data\Split_smol\train\Melanocytic nevus\ISIC_0000079_downsampled.jpg,train,Melanocytic nevus,7bed28ddd866a207f800820f548d6f1ea1e57f21d023eb43ef741875bcab7d5f,,False,True,trainval,0
data\Split_smol\train\Tinea Ringworm Candidiasis\aug_0_gr6.jpg,train,Tinea Ringworm Candidiasis,227724ebc14907ced3fda42ddc0ae3ef20c93dc40c2fb6ec7e15d81b224b41bc,582.0,False,True,trainval,3
data\Split_smol\val\Benign keratosis\ISIC_0014609_downsampled.jpg,val,Benign keratosis,1755d536f331dd9395e192a405ec35ea0d1983f32b6266667946f0c3097c2bc7,,False,True,trainval,3
data\Split_smol\train\Dermatofibroma\ISIC_0031002.jpg,train,Dermatofibroma,fcb7ed08569dc2eafb53ff72cfaf6280d24cc8f96dbe87d736ef7c6116b1f79b,,False,True,trainval,0
data\Split_smol\train\Benign keratosis\ISIC_0014574_downsampled.jpg,train,Benign keratosis,928ce7e898294f83b98a7be8cf8250002d38f66b4e8fc291527ffc1aa47fb1dd,,False,True,trainval,0
data\Split_smol\val\Benign keratosis\ISIC_0015170_downsampled.jpg,val,Benign keratosis,ee9339c8e6eb4d67ec1d10cd4ae6db026b013f7aadc9394ede9307fea7332bf9,,False,True,trainval,4
data\Split_smol\val\Tinea Ringworm Candidiasis\aug_0_f017-012-9780323244756-1.jpg,val,Tinea Ringworm Candidiasis,b074b2cfc9730a1c4c76faf32dc35f8284f4b911b89b3d6e20648428f40a6fcf,,False,True,trainval,4
data\Split_smol\train\Actinic keratosis\ISIC_0025957.jpg,train,Actinic keratosis,b63aea7258457b453a81f955afc62642d482094c91e5efd44004fb38595d45a5,,False,True,trainval,3
data\Split_smol\val\Actinic keratosis\ISIC_0029915.jpg,val,Actinic keratosis,703eb2e450dfb83a02d144ce42e92647aa0497586493b4cdfafc74fb5c577a22,,False,True,trainval,4
data\Split_smol\train\Tinea Ringworm Candidiasis\aug_0_afp20080515p1415-f2.jpg,train,Tinea Ringworm Candidiasis,a00af53737f74217a54f4a1261ccaa9d733eb4296781832b94cc058deb233c98,,False,True,trainval,0
data\Split_smol\train\Melanoma\ISIC_0000174.jpg,train,Melanoma,1bc8350b441bc5e50108437bda3a060a3f4e39275aeac1852888e03d37bb522d,,False,True,trainval,4
data\Split_smol\train\Benign keratosis\ISIC_0014594_downsampled.jpg,train,Benign keratosis,cb7da5e296fb29b7b4e48d7773a3c805e44591eface0929f2281a2f1d48b3de9,,False,True,trainval,3
data\Split_smol\train\Melanocytic nevus\ISIC_0000000.jpg,train,Melanocytic nevus,153b10f7b8b82bf80badbfdf73a544312637a1950e2dad97822a69b739b6aa1e,,False,True,trainval,4
data\Split_smol\train\Melanocytic nevus\ISIC_0000092_downsampled.jpg,train,Melanocytic nevus,7249835ade1b004fa58720489d0911a26f032d0c7f72359cd0e52bd5d5096791,,False,True,trainval,4
data\Split_smol\train\Melanocytic nevus\ISIC_0000066.jpg,train,Melanocytic nevus,b4e074e533f56459a511a2cb378e5903f896f758bafda199b38386bd94614117,,False,True,trainval,4
